english,french
Does it also work without registration,Est-ce que cela marche aussi sans inscription ?
Maria has long hair,Maria a de longs cheveux.
You don't have to come tomorrow,Vous n'avez pas besoin de venir demain.
I have to take medicine,Je dois prendre des médicaments.
Please do not take photos here,Ne prenez pas de photos ici s'il vous plaît.
Nara is a quiet and beautiful city,Nara est une ville calme et jolie.
I'm taking a walk in a park,Je me promène dans un parc.
My hobby is to listen to music,Mon passe-temps est d'écouter de la musique.
I work even on Sunday,Je travaille même le dimanche.
He's not working much at the moment,Il ne travaille pas beaucoup en ce moment.
It happened a long time ago,Il s'est passé il y a longtemps
Where have you been,Où avez-vous été
Here comes the bride,Voilà la mariée !
It's been snowing all night,Il a neigé toute la nuit.
"Could you turn on the light, please",Pourrais-tu allumer la lumière s'il te plaît ?
She's selling drugs at concerts,Elle vend de la drogue dans les lieux de concerts.
Turn right at the crossroad,Tournez à droite au carrefour.
They forgot to lock the door,Elles ont oublié de fermer la porte à clé.
"He was born on July 28th, 1888",Il est né le 28 juillet 1888.
If you will come this way,Si vous voulez bien me suivre...
How did your interview go,Comment s'est passé ton entretien ?
He's moving in with his girlfriend,Il emménage avec sa petite amie.
Could you do me a favour please,Pourrais-tu me rendre un service s'il te plaît ?
She is mad at me,Elle est en colère contre moi.
I can't believe my eyes,Je n'en crois pas mes yeux.
During winter I sleep with two blankets,Pendant l'hiver je dors avec deux couvertures.
Her eyes were shining with joy,Ses yeux brillaient de joie.
You are to come with me,Tu dois venir avec moi.
You have to come with me,Tu dois venir avec moi.
Are you angry at what I said,Es-tu fâché de ce que j'ai dit ?
Can you justify the use of violence,Peut-on justifier l'usage de la violence ?
You are supposed to obey the law,Tu es censé respecter la loi.
Can you do bookkeeping,Pouvez-vous tenir la comptabilité ?
You have no sense of direction,Tu n'as aucun sens de l'orientation.
You must practice grammar,Vous devez pratiquer la grammaire
You had better go to the infirmary,Tu ferais mieux d'aller à l'infirmerie
You shouldn't do things by halves,Tu ne devrais pas faire les choses à moitié.
You should pay your rent in advance,Tu devrais payer ton loyer en avance.
You must keep your room clean,Tu dois garder ta chambre propre.
You are wavering,Vous vacillez
Have you ever climbed Mt Fuji,Avez-vous déjà fait l'ascension du Mont Fuji ?
Your undaunted spirit will carry you through,Votre esprit intrépide vous portera à travers
You have to learn standard English,Vous devez apprendre l&#39;anglais standard
You are not at all wrong,Vous ne vous trompez pas du tout
Have you ever traveled in a plane,Avez-vous déjà voyagé en avion ?
You are idle to the bone,Vous êtes oisif jusqu&#39;à l&#39;os
Can you keep a secret,Peux-tu garder un secret ?
"You are tired, and so am I","Tu es fatigué, et moi aussi."
"You are tired, aren't you","Tu es fatigué, non ?"
Are you not tired,N'es-tu pas fatigué ?
You are too sensitive to criticism,Tu es trop sensible à la critique.
You can rely on him,Vous pouvez compter sur :
You can rely on her,Tu peux compter sur elle.
"You must help her, and soon","Il faut que tu l'aides, et vite !"
You should have acted on her advice,Vous auriez dû suivre ses conseils
You are treading on her corns,Tu marches sur ses cors
Just a minute,Juste une minute.
You are expecting too much of her,Tu attends trop d'elle.
Did you meet her,L'as-tu rencontrée ?
You were taken in by her,Tu as été prise par elle
"Unlike her, you are diligent","Contrairement à elle, vous êtes diligent"
You are not less pretty than her,Tu n'es pas moins jolie qu'elle.
You'll come to like her,Tu apprendras à l'aimer.
You must give him up for dead,Tu dois l&#39;abandonner pour mort
You shouldn't look down on him,Tu ne devrais pas le mépriser.
You are selling him short,Tu le sous-estimes.
You're required to help them,Vous devez les aider
Are you younger than him,Es-tu plus jeune que lui ?
You must take his age into account,Tu dois prendre en compte son âge.
Are you for or against his idea,Es-tu pour ou contre son idée ?
You must pay attention to his advice,Tu dois prêter attention à ses conseils.
You should have accepted his advice,Tu aurais dû accepter son conseil.
You may as well follow his advice,Vous pouvez aussi bien suivre ses conseils
You may make use of his library,Vous pouvez utiliser sa bibliothèque
You must allow for his youth,Vous devez tenir compte de sa jeunesse
You must pay attention to him,Tu dois lui prêter attention.
You ought to have adopted his plan,Vous auriez dû adopter son plan
It's better to ignore his eccentricities,Il vaut mieux ignorer ses excentricités
You overestimate him,Tu le surestimes
You can depend on his help,Vous pouvez compter sur son aide
Did you accept his statement as true,Avez-vous accepté sa déclaration comme vraie
You should have told him the truth,Tu aurais dû lui dire la vérité.
You can't expect much of him,Vous ne pouvez pas vous attendre à beaucoup de lui
You should tell him the truth,Tu devrais lui dire la vérité.
You had better tell him the truth,Tu ferais mieux de lui dire la vérité.
You ought to ask him for advice,Tu devrais lui demander conseil.
Didn't you write a letter to him,Ne lui as-tu pas écrit une lettre ?
You ought to thank him,Tu devrais le remercier.
You will do well to leave him,Vous ferez bien de le quitter
Can you swim as fast as he,Peux-tu nager aussi rapidement que lui ?
Do you know who he is,Savez-vous qui c'est ?
I'm certain of your success,Je suis certain de ton succès.
Have you ever seen him swimming,L'as-tu déjà vu nager ?
You should get your hair cut,Tu devrais te couper les cheveux.
You must be a fool,Vous devez être un imbécile.
Can you ride a horse,Peux-tu monter un cheval ?
You can't ride a horse,Vous êtes incapable de monter à cheval.
You should work hard,Tu devrais travailler dur.
You must study hard,Tu dois bien étudier.
You don't have a temperature,Vous n&#39;avez pas de température
You must not come in,Tu ne dois pas entrer.
Must you work on Sunday,Devez-vous travailler le dimanche
What do you usually do on Sundays,Que fais-tu le dimanche ?
Are you a Japanese student,Êtes-vous un étudiant japonais ?
Do you keep a diary,As-tu un journal personnel ?
Do you know how to cook meat,Sais-tu comment cuire de la viande ?
You work too hard,Tu travailles trop dur.
You know the answer,"Toi, tu le sais."
Do you live here,Est-ce que vous vivez ici ?
You had better study English thoroughly,Vous feriez mieux d&#39;étudier l&#39;anglais à fond
You may as well leave at once,Vous pouvez aussi bien partir immédiatement
You must go home at once,Vous devez rentrer chez vous à la fois
You must be a late riser,Vous devez être un lève-tard
What do you have for breakfast,Que prends-tu au petit-déjeuner ?
Do you have bread for lunch,As-tu du pain pour déjeuner ?
"You won't be late, will you","Tu ne seras pas en retard, n'est-ce pas ?"
You must have stayed up late,Vous devez avoir dormi tard
You ought to be ashamed,Vous devriez avoir honte.
You should have refused his request flatly,Vous auriez dû refuser catégoriquement sa demande
Who are you waiting for,tu attend quoi
You must build up your courage,Vous devez développer votre courage
Whom are you speaking of,De qui parles-tu ?
You may invite whomever you like,Vous pouvez inviter vraiment qui vous voulez.
Are you meeting someone here,Rencontrez-vous quelqu&#39;un ici
Your reading is very advanced,Votre lecture est très avancée
Can you tell wheat from barley,Pouvez-vous distinguer le blé d&#39;orge
You look very pale,Tu as l'air très pâle.
I'm proud of you,Je suis pas fière de toi
You look bored,Tu as l'air de t'ennuyer.
Do you like to be kept waiting,Aimez-vous rester en attente
You may have read this book already,Tu as peut-être déjà lu ce livre.
You will be up against many difficulties,Vous serez confronté à de nombreuses difficultés
You mustn't depend on others for help,Vous ne devez pas dépendre des autres pour obtenir de l&#39;aide
You are too critical of others' shortcomings,Vous critiquez trop les lacunes des autres
Can you throw a fastball,Pouvez-vous lancer une balle rapide
You depend too much on others,Tu dépends trop des autres.
You have foul breath,Tu as mauvaise haleine.
You are too sensitive to noise,Vous êtes trop sensible au bruit
You know quite a lot about Sumo,Tu en sais beaucoup sur le sumo.
You're giving me the same old line,C'est toujours la même litanie que tu me racontes.
You look as healthy as ever,Vous avez l'air en aussi bonne santé que d'habitude.
You are a good student,Tu es un bon étudiant.
Can't you tell right from wrong,Ne sais-tu pas distinguer le bien du mal ?
You should distinguish between right and wrong,Tu dois faire la différence entre le bien et le mal.
You will have heard this story before,Tu auras entendu cette histoire auparavant.
Do you believe war will start,Crois-tu que la guerre va commencer ?
You should follow your teacher's advice,Tu devrais suivre le conseil de ton professeur.
You ran a red light,Tu as grillé un feu rouge.
You should swear on the Bible,Tu devrais le jurer sur la Bible.
You must cultivate your mind,Vous devez cultiver votre esprit
Can you eat raw oysters,Es-tu capable de manger des huîtres crues ?
You are made to be a poet,Tu as l'âme d'un poète.
You seem an honest man,Tu as l'air d'un homme honnête.
You seem to be an honest man,Tu as l'air d'être un homme honnête.
You didn't have to dress,Tu n&#39;as pas eu à t&#39;habiller
I should think you are right,Je devrais penser que tu as raison.
Are you concerned with politics,T'intéresses-tu à la politique ?
You can get ahead in the world,Vous pouvez prendre de l&#39;avance dans le monde
He is ignorant of the world,Il ignore le monde
Are you fond of swimming,Aimes-tu nager ?
You were kind to help me,C'était gentil à toi de m'aider.
Can you break away from your parents,Peux-tu rompre avec tes parents ?
Do you believe in God,Croyez- vous en Dieu?
How thoughtless of you to do that,Qu'est ce que c'était inconsidéré de ta part de faire ça.
You must clear the table,Vous devez vider la table
Do you wash your hands before meals,Te laves-tu les mains avant les repas ?
You really have a passion for food,Tu as vraiment une passion pour la nourriture.
You had better not eat too much,Vous feriez mieux de ne pas manger trop.
You are way off track,Tu es hors-piste.
Are you in jest or in earnest,Êtes-vous en plaisantant ou sérieusement
You had better take a little rest,Tu ferais mieux de te reposer un peu
You're going too far,Tu vas trop loin.
You work hard,Tu travailles dur.
You are free to go out,Tu es libre de sortir.
You have a way with women,Tu sais t'y prendre avec les femmes.
Did you do your homework by yourself,Effectue tes devoirs par toi-même.
You won't be in time for school,Tu ne seras pas à temps pour l&#39;école
You should give up drinking,Tu devrais arrêter de boire.
You should not resort to drinking,Vous ne devez pas recourir à la boisson
You should give up drinking and smoking,Tu devrais arrêter de fumer et de boire.
"You have a light hand, don't you","Vous avez une main légère, n&#39;est-ce pas"
Are you writing a letter,Es-tu en train d'écrire une lettre ?
You needn't have gone to the trouble,Tu n&#39;as pas besoin de t&#39;embêter
You should pay back your debts,Vous devez rembourser vos dettes
You should pay your debts,Vous devez payer vos dettes
You should get your car fixed,Vous devriez faire réparer votre voiture
You had better have your car washed,Tu ferais mieux de laver ta voiture
You cannot be too careful when driving,Vous ne pouvez pas être trop prudent lorsque vous conduisez
You had better not drive a car,Il serait préférable que tu ne conduises pas de voiture.
Can you drive a car,Pouvez-vous conduire une voiture?
"You can drive a car, can't you","Tu peux conduire une voiture, n'est-ce pas?"
You don't have to make an apology,Vous n&#39;avez pas à vous excuser
You should apologize,Tu devrais présenter tes excuses.
Did you actually see the accident,Avez-vous réellement vu l'accident ?
You should acknowledge your failure,Tu devrais reconnaître ton échec.
You are free to go home,Vous êtes libre de rentrer chez vous
You should learn to restrain yourself,Tu dois apprendre à garder ton sang-froid.
You should be true to your friends,Tu devrais être fidèle à tes amis
You should be ashamed of your ignorance,Tu devrais avoir honte de ton ignorance
You should try to cut your way,Vous devriez essayer de vous frayer un chemin
You should live up to your principles,Vous devez respecter vos principes
You must share your jobs with others,Tu dois partager ton travail avec les autres.
You should attend to your own business,Tu ferais mieux de t'occuper de tes affaires.
You must account for your conduct,Vous devez rendre compte de votre conduite
You'll have to answer for your behavior,Tu devras répondre de ta conduite.
You are responsible for what you do,Tu es responsable de ce que tu fais.
You should be responsible for your actions,Vous devez être responsable de vos actions
You should be ashamed of your conduct,Vous devriez avoir honte de votre conduite
You can't afford to neglect your health,Vous ne pouvez pas vous permettre de négliger votre santé
You must perform your duty,Vous devez accomplir votre devoir
You yourself have to finish it,Tu dois le finir toi-même.
You must do it yourself,Tu dois le faire toi-même.
Are you sure of your facts,Êtes-vous sûrs de vos faits ?
You should have introduced yourself,Tu aurais dû te présenter
You must control yourself,Il te faut te contrôler.
You write a very good hand,Tu écris une très bonne main
You must face the facts,Vous devez faire face aux faits
You ought to see a dentist,Tu devrais consulter un dentiste.
You must employ your capital well,Vous devez bien utiliser votre capital
You are expected to pass the exam,Vous devez réussir l&#39;examen
Do you take me for a fool,Me prends-tu pour un idiot ?
You may laugh at me,Tu peux rire de moi.
You do me wrong,Tu me fais mal
You can number me among your friends,Tu peux me compter parmi tes amis
You may use my new car,Tu peux utiliser ma nouvelle voiture.
You must do as I tell you,Tu dois faire ce je te dis.
Are you for or against my plan,Es-tu pour ou contre mon projet ?
You have no claim on me,Tu n&#39;as aucune réclamation sur moi
You should have told me the truth,Tu aurais dû me dire la vérité.
"You lied to me, didn't you","Tu m'as menti, n'est-ce pas ?"
You don't know how worried I am,Tu ne sais pas à quel point je suis inquiet
You had better do as I suggest,Tu ferais mieux de faire ce que je suggère
Can you imagine me making a cake,Peux-tu m'imaginer en train de faire un gâteau ?
You have only to follow the directions,Vous n&#39;avez qu&#39;à suivre les instructions
You must learn to obey instructions,Vous devez apprendre à obéir aux instructions
You finally succeeded in getting a job,Tu as fini par obtenir un boulot.
You are frustrated with your work,Tu es frustré par ton travail.
You should go about your business,Vous devriez vaquer à vos occupations
You'd better knuckle down to work,Vous feriez mieux de vous mettre au travail
Your hair wants cutting,Tu as besoin d'aller chez le coiffeur.
Did you call me up last night,M'as-tu appelé hier soir ?
You are guilty of murder,Vous êtes coupable de meurtre
Did you go out last night,Es-tu sorti la nuit dernière ?
You did not come to school yesterday,Tu n'es pas venu à l'école hier.
Did you hear about the fire yesterday,Avez-vous entendu parler de l&#39;incendie hier
Why were you absent yesterday,Pourquoi étais-tu absent hier ?
You should carry out his offer,Vous devez exécuter son offre
You must do your best,Vous devez faire de votre mieux.
You should be ready for the worst,Tu devrais être prêt pour le pire
You look happy today,Tu as l'air gaie aujourd'hui.
You look pale today,Tu as l'air pâle aujourd'hui.
You'd better not go out today,Tu ferais mieux de ne pas partir aujourd'hui.
You must not go out today,Vous ne devez pas sortir aujourd&#39;hui
You had better not see her today,Tu ferais mieux de ne pas la voir aujourd&#39;hui
You look very charming today,Tu es très charmante aujourd&#39;hui
You worked a lot this week,Tu as beaucoup travaillé cette semaine
You're coming with us now,Tu viens avec nous.
What are you about now,De quoi êtes-vous maintenant
Have you ever seen a kangaroo,Avez-vous déjà vu un kangourou
Can you get by on your wages,Peux-tu t'en sortir avec ta rémunération ?
You'd better start now,Tu ferais mieux de commencer maintenant
Are you a senior high school student,Es-tu lycéen ?
You were careless in your action,Vous étiez imprudent dans votre action
You had better go,Tu ferais mieux d'y aller maintenant.
You are old enough to behave yourself,Vous êtes assez vieux pour vous comporter
It is necessary for you to go,Il faut que tu y ailles.
You may go or stay at will,Tu peux partir ou rester selon ton bon plaisir.
You have to go,Vous devez aller
It's necessary for you to go,Il est nécessaire que tu partes.
You'd better not go,Tu ferais mieux de ne pas y aller
Are you happy,Est-ce que vous êtes heureux ?
You made a wise choice,Tu as fait un choix judicieux.
You did an excellent job,Vous avez réalisé un excellent travail.
You had better leave there on Monday,Tu ferais mieux de partir là lundi
You have to account for your absence,Tu dois expliquer la raison de ton absence.
How do you account for your absence,Comment expliquez-vous votre absence
You're off in your reckoning,Vous êtes hors de votre compte
You had better call off your plan,Vous feriez mieux d&#39;annuler votre plan
You must go through with your plan,Vous devez suivre votre plan
You should advocate disarmament,Vous devez plaider pour le désarmement
You must judge for yourself,Jugez vous-mêmes.
What do you base your theory on,Sur quoi basez-vous votre théorie
You must live up to your principles,Vous devez respecter vos principes
You should pay attention to your well-being,Vous devez faire attention à votre bien-être
You are wearing your socks inside out,Vous portez vos chaussettes à l&#39;envers
"You have cleaned your shoes, haven't you","Vous avez nettoyé vos chaussures, n&#39;est-ce pas"
You need not take off your shoes,Vous n&#39;avez pas besoin d&#39;enlever vos chaussures
I suppose you're hungry,Je présume que tu as faim.
You needn't have hurried to the airport,Vous n&#39;avez pas besoin de vous précipiter à l&#39;aéroport
Have you ever been to Kyushu,As-tu jamais été à Kyushu ?
You must come back before nine o'clock,Vous devez revenir avant neuf heures
You have no need to hurry,Tu n&#39;as pas besoin de te presser
You need not have hurried,Tu n&#39;as pas besoin de te dépêcher
You'd better hurry up,Tu ferais mieux de te dépêcher.
Do you know who Rie Miyazawa is,Savez-vous qui est Rie Miyazawa ?
You are in need of a holiday,Vous avez besoin de vacances
You must go up the hill,Tu dois monter la colline.
You must form regular habits,Vous devez avoir des habitudes régulières
You broke the rule,Tu as enfreint la règle.
You should conform to the rules,Tu devrais te conformer aux règles
Clear up your desk a bit,Nettoyez un peu votre bureau
You're stepping into dangerous territory,Vous entrez dans un territoire dangereux
You look pale,Tu es tout pâle.
You are as white as a sheet,Tu es blanc comme un cachet d'aspirine.
I think that you're wrong,Je pense que tu te trompes.
Have you ever read any Chinese poems,Avez-vous déjà lu un poème chinois ?
You've done a perfect job,Vous avez fait un travail parfait
You are nothing but a student,Tu n'es qu'un étudiant.
You must not be absent from school,Vous ne devez pas être absent de l&#39;école
You may be late for school,Vous êtes peut-être en retard pour l&#39;école
What subjects are you taking at school,Quelles matières prenez-vous à l&#39;école
Would you like to go abroad,Voulez-vous aller à l&#39;étranger
Do you plan to go abroad,Prévois-tu d'aller à l'étranger ?
You should have attended the meeting,Vous auriez dû assister à la réunion.
You like fruit,aimez-vous les fruits?
Will you stay at home,Tu restes à la maison ?
You will stay at home,Tu resteras chez toi.
What grade are you in,En quelle classe es-tu ?
You may go anywhere,Tu peux aller n'importe où.
What time are you going on duty,À quelle heure prends-tu ton service ?
You're too suspicious about everything,Tu es trop suspicieuse de tout.
How many books do you have,Combien de livres as-tu ?
What are you looking for,Que recherchez-vous
What are you looking at,Quelle est ta vision?
What do you learn,Qu'apprendrez-vous?
What do you intend to do,Qu'allez-vous faire?
You have put everything out of order,Tu as tout mis hors de service.
What are you going to be,Qu'allez-vous être ?
What do you want to be,Que veux-tu être ?
What will you have,Que voulez-vous
What are you going to have,Qu&#39;allez-vous avoir
You will have your own way,Vous aurez votre propre chemin
What woke you up,Qu'est-ce qui t'a réveillé ?
Please let me know what you want,Dites-moi de quoi vous avez envie.
What do you like,Qu'aimez-vous
What do you want now,Que voulez vous maintenant?!
Do you belong to any clubs,Appartenez-vous à des clubs ?
Do you love music,Aimes-tu la musique ?
You really have an ear for music,Tu as vraiment l'oreille musicale.
You are not a coward,Tu n'es pas un lâche.
You dropped your pencil,Tu as fait tomber ton crayon.
Do you have any pencils,Avez-vous des crayons ?
"First, you have to stop smoking","Tout d&#39;abord, vous devez arrêter de fumer"
Are you not able to speak English,Vous ne parlez pas anglais
Do you study English,Étudies-tu l'anglais ?
Can you make yourself understood in English,Peux-tu te faire comprendre en anglais ?
"You can't speak English, can you","Vous ne pouvez pas parler anglais, pouvez-vous"
"You can swim, can't you","Tu sais nager, n'est-ce pas ?"
Can you swim,Est-ce que tu sais nager ?
"You can't swim, can you","– Tu n’y arrives pas, n’est-ce pas?"
You are tallest,Tu es le plus grand
You must not tell a lie,Tu ne dois pas dire de mensonge.
What are you driving at,À quoi conduisez-vous?
Did you read it at all,Avez-vous tout lu ?
You have only to study hard,Vous n&#39;avez qu&#39;à étudier dur
You'll never be alone,Tu ne seras jamais seul.
You should follow the doctor's advice,Tu devrais suivre l'avis du médecin.
You'd better consult the doctor,Tu ferais mieux de consulter le médecin.
You are strong-minded,Vous êtes fort d&#39;esprit
I'm surprised that you're so naïve,Je suis surpris que tu sois si naïf.
You've done it,Tu l'as fait !
Do you remember seeing me before,Te rappelles-tu m'avoir vu auparavant ?
You are in a safe place,Vous êtes en lieu sûr.
You must rid yourself of bad habits,Tu dois te débarrasser des mauvaises habitudes.
You've set a bad example,Tu as montré un mauvais exemple.
You must make up for the loss,Tu dois compenser la perte.
Don't you like apples,Est-ce que tu aimes les pommes ?
You had better put on a raincoat,Tu ferais mieux de mettre un imperméable.
You don't like love stories,Tu n'aimes pas les histoires d'amour.
How dare you speak like that,Comment oses-tu ainsi parler ?
How dare you say that,Comment oses-tu dire cela ?
You're really a hard worker,Tu es vraiment dur au travail.
You have a good sense of humor,Tu as un bon sens de l'humour.
Have you ever seen a UFO,As-tu déjà vu un OVNI ?
You are no longer a mere child,Tu n&#39;es plus un simple enfant
You are apt to be forgetful,Tu as tendance à être oublieux.
You must take things as they are,Tu dois prendre les choses telles qu'elles sont.
You should act more calmly,Tu devrais agir plus calmement.
You must study more,Tu dois davantage étudier.
You should have known better,Tu aurais mieux fait de réfléchir.
You should know better,Tu devrais réfléchir.
You are old enough to know better,Assez vieux pour bien savoir.
You should study harder,Tu devrais étudier davantage.
You must study much harder,Tu dois étudier beaucoup plus.
You should be more careful,Tu devrais être plus prudent.
You should take better care of yourself,Vous devriez prendre davantage soin de vous.
You should have come home before,Tu aurais dû rentrer plus tôt à la maison.
You should have completed it long ago,Vous auriez dû le terminer il y a longtemps.
You had better speak more naturally,Tu aurais du parler plus naturellement.
You'd better try to assert yourself more,Tu ferais mieux d'essayer de t'affirmer davantage.
You ought to have been more careful,Tu aurais dû être plus prudent.
You need to study harder,Vous devez étudier plus dur
You should have worked harder,Tu aurais dû être plus dur à la tâche.
You should have been more careful,Tu aurais dû être plus prudent.
You should have come earlier,Tu aurais dû venir plus tôt.
Do you like Mozart's music,Aimes-tu la musique de Mozart ?
Have you taken your medicine yet,As-tu déjà pris ta médication ?
Have you solved all the problems yet,As-tu déjà résolu tous les problèmes ?
It's high time you had a haircut,Il est grand temps que tu te fasses couper les cheveux.
You are now an adult,Tu es désormais un adulte.
You must go to bed now,Tu dois aller te coucher maintenant
You had better go to bed now,Tu ferais mieux d'aller au lit maintenant.
You should have come a little earlier,Tu aurais dû venir un peu plus tôt.
You must get up a little earlier,Tu dois te lever un peu plus tôt.
You must be less impatient,Tu dois être moins impatient.
Have you finished doing your homework yet,Tu as déjà fini de faire tes devoirs ?
Have you done all your homework,As-tu fait tous tes devoirs ?
You are not a child any more,Tu n'es plus un enfant.
You may go home now,Vous pouvez rentrer chez vous maintenant
It is time you went to school,Il est temps que tu ailles à l&#39;école
Have you turned in your report,Avez-vous rendu votre rapport ?
It's high time you got going,Il est grand temps que tu partes
Have you finished reading that book yet,As-tu déjà fini de lire ce livre ?
Have you finished the work yet,As-tu déjà terminé le travail ?
You are old enough to know this,Tu es suffisamment vieux pour savoir ça.
You surprised everybody,Tu as surpris tout le monde.
You haven't changed at all,Tu n'as pas du tout changé.
Are you still smarting over my remarks,Est-ce que tu me fais encore des remarques
Have you got a pen,Tu as un stylo ?
You will not take Bob's advice,Vous ne suivrez pas les conseils de Bob
Can you speak French,Parlez-vous français ?
"You can't speak French, can you","Vous ne pouvez pas parler français, n'est-ce pas ?"
You failed to wake Harry up,Tu n&#39;as pas réveillé Harry
You'd better go by bus,Tu devrais plutôt aller en bus.
You have to go to the party,Tu dois aller à la fête.
What a man you are,Quel homme tu es !
How tall you are,Comme tu es grande !
How kind you are,Comme vous êtes gentil !
How rude of you,C'est grossier de votre part !
How lucky you are,Quel chanceux vous êtes!
You're such a cute boy,Tu es un garçon tellement mignon !
Do you want anything,Voulez-vous quelque chose?
Why can't you come,Pourquoi ne peux-tu pas venir ?
Why did you try to run away,Pourquoi as-tu tenté de t'enfuir ?
Why do you accuse my son,Pourquoi accuses-tu mon fils ?
What prevented you from coming earlier,Qu'est-ce qui t'a empêché de venir plus tôt ?
You should pay your rent in advance,Tu devrais payer ton loyer en avance.
You must keep your room clean,Tu dois garder ta chambre propre.
You are wavering,Vous vacillez
Have you ever climbed Mt Fuji,Avez-vous déjà fait l'ascension du Mont Fuji ?
Your undaunted spirit will carry you through,Votre esprit intrépide vous portera à travers
You have to learn standard English,Vous devez apprendre l&#39;anglais standard
You are not at all wrong,Vous ne vous trompez pas du tout
Have you ever traveled in a plane,Avez-vous déjà voyagé en avion ?
You are idle to the bone,Vous êtes oisif jusqu&#39;à l&#39;os
Can you keep a secret,Peux-tu garder un secret ?
"You are tired, and so am I","Tu es fatigué, et moi aussi."
"You are tired, aren't you","Tu es fatigué, non ?"
Are you not tired,N'es-tu pas fatigué ?
You are too sensitive to criticism,Tu es trop sensible à la critique.
You can rely on him,Vous pouvez compter sur :
You can rely on her,Tu peux compter sur elle.
"You must help her, and soon","Il faut que tu l'aides, et vite !"
You should have acted on her advice,Vous auriez dû suivre ses conseils
You are treading on her corns,Tu marches sur ses cors
Just a minute,Juste une minute.
You are expecting too much of her,Tu attends trop d'elle.
Did you meet her,L'as-tu rencontrée ?
You were taken in by her,Tu as été prise par elle
"Unlike her, you are diligent","Contrairement à elle, vous êtes diligent"
You are not less pretty than her,Tu n'es pas moins jolie qu'elle.
You'll come to like her,Tu apprendras à l'aimer.
You must give him up for dead,Tu dois l&#39;abandonner pour mort
You shouldn't look down on him,Tu ne devrais pas le mépriser.
You are selling him short,Tu le sous-estimes.
You're required to help them,Vous devez les aider
Are you younger than him,Es-tu plus jeune que lui ?
You must take his age into account,Tu dois prendre en compte son âge.
Are you for or against his idea,Es-tu pour ou contre son idée ?
You must pay attention to his advice,Tu dois prêter attention à ses conseils.
You should have accepted his advice,Tu aurais dû accepter son conseil.
You may as well follow his advice,Vous pouvez aussi bien suivre ses conseils
You may make use of his library,Vous pouvez utiliser sa bibliothèque
You must allow for his youth,Vous devez tenir compte de sa jeunesse
You must pay attention to him,Tu dois lui prêter attention.
You ought to have adopted his plan,Vous auriez dû adopter son plan
It's better to ignore his eccentricities,Il vaut mieux ignorer ses excentricités
You overestimate him,Tu le surestimes
You can depend on his help,Vous pouvez compter sur son aide
Did you accept his statement as true,Avez-vous accepté sa déclaration comme vraie
You should have told him the truth,Tu aurais dû lui dire la vérité.
You can't expect much of him,Vous ne pouvez pas vous attendre à beaucoup de lui
You should tell him the truth,Tu devrais lui dire la vérité.
You had better tell him the truth,Tu ferais mieux de lui dire la vérité.
You ought to ask him for advice,Tu devrais lui demander conseil.
Didn't you write a letter to him,Ne lui as-tu pas écrit une lettre ?
You ought to thank him,Tu devrais le remercier.
You will do well to leave him,Vous ferez bien de le quitter
Can you swim as fast as he,Peux-tu nager aussi rapidement que lui ?
Do you know who he is,Savez-vous qui c'est ?
I'm certain of your success,Je suis certain de ton succès.
Have you ever seen him swimming,L'as-tu déjà vu nager ?
You should get your hair cut,Tu devrais te couper les cheveux.
You must be a fool,Vous devez être un imbécile.
Can you ride a horse,Peux-tu monter un cheval ?
You can't ride a horse,Vous êtes incapable de monter à cheval.
You should work hard,Tu devrais travailler dur.
You must study hard,Tu dois bien étudier.
You don't have a temperature,Vous n&#39;avez pas de température
You must not come in,Tu ne dois pas entrer.
Must you work on Sunday,Devez-vous travailler le dimanche
What do you usually do on Sundays,Que fais-tu le dimanche ?
Are you a Japanese student,Êtes-vous un étudiant japonais ?
Do you keep a diary,As-tu un journal personnel ?
Do you know how to cook meat,Sais-tu comment cuire de la viande ?
You work too hard,Tu travailles trop dur.
You know the answer,"Toi, tu le sais."
Do you live here,Est-ce que vous vivez ici ?
You had better study English thoroughly,Vous feriez mieux d&#39;étudier l&#39;anglais à fond
You may as well leave at once,Vous pouvez aussi bien partir immédiatement
You must go home at once,Vous devez rentrer chez vous à la fois
You must be a late riser,Vous devez être un lève-tard
What do you have for breakfast,Que prends-tu au petit-déjeuner ?
Do you have bread for lunch,As-tu du pain pour déjeuner ?
"You won't be late, will you","Tu ne seras pas en retard, n'est-ce pas ?"
You must have stayed up late,Vous devez avoir dormi tard
You ought to be ashamed,Vous devriez avoir honte.
You should have refused his request flatly,Vous auriez dû refuser catégoriquement sa demande
Who are you waiting for,tu attend quoi
You must build up your courage,Vous devez développer votre courage
Whom are you speaking of,De qui parles-tu ?
You may invite whomever you like,Vous pouvez inviter vraiment qui vous voulez.
Are you meeting someone here,Rencontrez-vous quelqu&#39;un ici
Your reading is very advanced,Votre lecture est très avancée
Can you tell wheat from barley,Pouvez-vous distinguer le blé d&#39;orge
You look very pale,Tu as l'air très pâle.
I'm proud of you,Je suis pas fière de toi
You look bored,Tu as l'air de t'ennuyer.
Do you like to be kept waiting,Aimez-vous rester en attente
You may have read this book already,Tu as peut-être déjà lu ce livre.
You will be up against many difficulties,Vous serez confronté à de nombreuses difficultés
You mustn't depend on others for help,Vous ne devez pas dépendre des autres pour obtenir de l&#39;aide
You are too critical of others' shortcomings,Vous critiquez trop les lacunes des autres
Can you throw a fastball,Pouvez-vous lancer une balle rapide
