english,french
Does it also work without registration,Est-ce que cela marche aussi sans inscription ?
Maria has long hair,Maria a de longs cheveux.
You don't have to come tomorrow,Vous n'avez pas besoin de venir demain.
I have to take medicine,Je dois prendre des médicaments.
Please do not take photos here,Ne prenez pas de photos ici s'il vous plaît.
Nara is a quiet and beautiful city,Nara est une ville calme et jolie.
I'm taking a walk in a park,Je me promène dans un parc.
My hobby is to listen to music,Mon passe-temps est d'écouter de la musique.
I work even on Sunday,Je travaille même le dimanche.
He's not working much at the moment,Il ne travaille pas beaucoup en ce moment.
It happened a long time ago,Il s'est passé il y a longtemps
Where have you been,Où avez-vous été
Here comes the bride,Voilà la mariée !
It's been snowing all night,Il a neigé toute la nuit.
"Could you turn on the light, please",Pourrais-tu allumer la lumière s'il te plaît ?
She's selling drugs at concerts,Elle vend de la drogue dans les lieux de concerts.
Turn right at the crossroad,Tournez à droite au carrefour.
They forgot to lock the door,Elles ont oublié de fermer la porte à clé.
"He was born on July 28th, 1888",Il est né le 28 juillet 1888.
If you will come this way,Si vous voulez bien me suivre...
How did your interview go,Comment s'est passé ton entretien ?
He's moving in with his girlfriend,Il emménage avec sa petite amie.
Could you do me a favour please,Pourrais-tu me rendre un service s'il te plaît ?
She is mad at me,Elle est en colère contre moi.
I can't believe my eyes,Je n'en crois pas mes yeux.
During winter I sleep with two blankets,Pendant l'hiver je dors avec deux couvertures.
Her eyes were shining with joy,Ses yeux brillaient de joie.
You are to come with me,Tu dois venir avec moi.
You have to come with me,Tu dois venir avec moi.
Are you angry at what I said,Es-tu fâché de ce que j'ai dit ?
Can you justify the use of violence,Peut-on justifier l'usage de la violence ?
You are supposed to obey the law,Tu es censé respecter la loi.
Can you do bookkeeping,Pouvez-vous tenir la comptabilité ?
You have no sense of direction,Tu n'as aucun sens de l'orientation.
You must practice grammar,Vous devez pratiquer la grammaire
You had better go to the infirmary,Tu ferais mieux d'aller à l'infirmerie
You shouldn't do things by halves,Tu ne devrais pas faire les choses à moitié.
